CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE341973,08/18/2021 01:00:00 PM,034XX S HALSTED ST,0820,THEFT,$500 AND UNDER,STREET,N,N,913,11,06,1171535,1881917,41.831442548,-87.646123643,"(41.831442548, -87.646123643)"
JE357246,08/31/2021 09:21:00 PM,013XX E 67TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,TAVERN / LIQUOR STORE,N,N,321,5,04A,1186345,1860842,41.773273248,-87.592451667,"(41.773273248, -87.592451667)"
JE341276,08/18/2021 01:00:00 AM,010XX W 70TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT / LAND,N,N,733,6,14,1170386,1858396,41.766923496,-87.651024433,"(41.766923496, -87.651024433)"
JE342807,08/18/2021 01:00:00 AM,031XX W WALTON ST,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,APARTMENT,N,N,1211,26,24,1155283,1906163,41.898317476,-87.705102899,"(41.898317476, -87.705102899)"
JE347513,05/25/2021 12:30:00 PM,049XX N MENARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1622,45,14,1136505,1932193,41.970103239,-87.773449634,"(41.970103239, -87.773449634)"
JE341120,08/18/2021 01:55:00 AM,013XX S LAWNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1011,24,14,1151919,1893608,41.86393215,-87.717789436,"(41.86393215, -87.717789436)"
JE361453,08/27/2021 07:00:00 AM,084XX S PAULINA ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,614,21,11,1166482,1848657,41.740282412,-87.665611222,"(41.740282412, -87.665611222)"
JE341588,08/18/2021 11:30:00 AM,057XX S LAKE SHORE DR,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,331,5,06,1189729,1867390,41.791160785,-87.579836586,"(41.791160785, -87.579836586)"
JE341701,08/18/2021 03:35:00 PM,014XX W CHICAGO AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1213,1,08B,1166313,1905444,41.896115708,-87.664611185,"(41.896115708, -87.664611185)"
JE341544,08/18/2021 01:20:00 PM,051XX W MONTROSE AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,1624,45,08B,1141401,1928771,41.960623769,-87.755531415,"(41.960623769, -87.755531415)"
JE341277,08/17/2021 05:36:00 AM,045XX N MERRIMAC AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1622,38,06,1133864,1929564,41.962935956,-87.783222952,"(41.962935956, -87.783222952)"
JE341445,08/18/2021 11:45:00 AM,064XX W 64TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,812,23,14,1134598,1861059,41.774935438,-87.782141511,"(41.774935438, -87.782141511)"
JE343481,08/18/2021 10:00:00 PM,034XX N HALSTED ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,N,N,1924,44,11,1170308,1923273,41.944953005,-87.649416212,"(41.944953005, -87.649416212)"
JE342118,08/18/2021 11:30:00 PM,059XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,2531,29,08B,1136610,1910028,41.909278247,-87.77359571,"(41.909278247, -87.77359571)"
JE343620,08/18/2021 02:30:00 PM,025XX E 109TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,434,10,14,1195034,1833392,41.697738283,-87.561502859,"(41.697738283, -87.561502859)"
JE341969,08/18/2021 07:26:00 PM,096XX S ESCANABA AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,Y,N,431,10,04A,1197062,1841620,41.720266573,-87.553804839,"(41.720266573, -87.553804839)"
JE342648,08/18/2021 08:08:00 PM,016XX W JONQUIL TER,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2422,49,14,1164131,1950996,42.021158833,-87.671332737,"(42.021158833, -87.671332737)"
JE342120,08/18/2021 11:00:00 PM,112XX S EGGLESTON AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,2233,34,08B,1175295,1830471,41.690185303,-87.633862804,"(41.690185303, -87.633862804)"
JE341789,08/18/2021 04:55:00 PM,023XX N LINCOLN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1812,43,07,1170844,1915882,41.924660033,-87.647663376,"(41.924660033, -87.647663376)"
JE281880,06/28/2021 12:00:00 AM,065XX S HALSTED ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,723,20,03,1172090,1861651,41.775818341,-87.644683072,"(41.775818341, -87.644683072)"
JE344769,08/18/2021 04:58:00 PM,019XX W 33RD ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,912,25,06,1163830,1882804,41.834042232,-87.674368991,"(41.834042232, -87.674368991)"
JE299517,07/12/2021 10:00:00 PM,051XX W NORTH AVE,0810,THEFT,OVER $500,STREET,N,N,2533,37,06,1141936,1910153,41.909524222,-87.754026988,"(41.909524222, -87.754026988)"
JE342508,08/18/2021 04:18:00 AM,037XX S COTTAGE GROVE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),N,N,212,4,26,1181885,1880206,41.826513965,-87.608201967,"(41.826513965, -87.608201967)"
JE357251,08/31/2021 09:33:00 PM,001XX N STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,N,Y,111,42,08B,1176350,1900971,41.883620971,-87.627882713,"(41.883620971, -87.627882713)"
JE281970,06/28/2021 02:00:00 AM,006XX N CLARK ST,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1832,42,08B,1175432,1904246,41.892628411,-87.63115524,"(41.892628411, -87.63115524)"
JE341156,08/18/2021 04:23:00 AM,027XX W DEVON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2412,50,07,1156962,1942352,41.997588522,-87.697950684,"(41.997588522, -87.697950684)"
JE341808,08/18/2021 05:06:00 PM,029XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,133,4,08B,1179389,1885691,41.841622651,-87.617191438,"(41.841622651, -87.617191438)"
JE341327,08/18/2021 06:00:00 AM,015XX N LEAMINGTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,Y,2533,37,05,1141756,1909815,41.908600046,-87.754696615,"(41.908600046, -87.754696615)"
JE341750,08/18/2021 10:00:00 AM,069XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,321,5,08B,1185601,1859248,41.768916724,-87.595229104,"(41.768916724, -87.595229104)"
JE342126,08/18/2021 11:15:00 AM,004XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1831,42,08B,1175463,1903198,41.889751946,-87.631072891,"(41.889751946, -87.631072891)"
JE341860,08/18/2021 04:01:00 PM,071XX S SOUTH CHICAGO AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,323,5,24,1182990,1857927,41.765352859,-87.604840662,"(41.765352859, -87.604840662)"
JE282748,06/28/2021 05:20:00 PM,065XX S KOSTNER AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,833,13,08A,1148165,1860931,41.774334804,-87.732409247,"(41.774334804, -87.732409247)"
JE341450,08/18/2021 02:30:00 AM,079XX S LUELLA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,414,7,07,1192574,1852849,41.75119031,-87.569878083,"(41.75119031, -87.569878083)"
JE341694,08/18/2021 01:45:00 PM,023XX E 72ND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,334,5,07,1193262,1857679,41.76442743,-87.567199328,"(41.76442743, -87.567199328)"
JE347544,08/10/2021 10:00:00 AM,023XX W FARRAGUT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2012,40,11,1159829,1934806,41.976823137,-87.687613334,"(41.976823137, -87.687613334)"
JE341111,08/18/2021 01:38:00 AM,039XX W THOMAS ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1112,37,04B,1149706,1907047,41.900853499,-87.725563942,"(41.900853499, -87.725563942)"
JE341707,08/18/2021 01:22:00 PM,001XX S LA SALLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,122,42,07,1175153,1899739,41.880267207,-87.632315103,"(41.880267207, -87.632315103)"
JE342045,08/18/2021 09:07:00 PM,046XX N MARMORA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,1622,38,26,1136177,1930101,41.964368471,-87.77470588,"(41.964368471, -87.77470588)"
JE341162,08/18/2021 04:56:00 AM,010XX E 80TH ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,N,N,624,8,26,1184720,1852175,41.749528423,-87.598679789,"(41.749528423, -87.598679789)"
JE341668,08/18/2021 01:00:00 PM,109XX S WENTWORTH AVE,0560,ASSAULT,SIMPLE,STREET,N,N,513,34,08A,1176883,1832582,41.695942666,-87.627985817,"(41.695942666, -87.627985817)"
JE345993,08/18/2021 12:00:00 PM,008XX N MAYFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1511,29,14,1136985,1905190,41.895995456,-87.772334331,"(41.895995456, -87.772334331)"
JE341867,08/18/2021 06:20:00 PM,040XX W MADISON ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,N,N,1115,28,06,1149508,1899707,41.880715605,-87.726481891,"(41.880715605, -87.726481891)"
JE282318,06/28/2021 11:49:00 AM,092XX S WOODLAWN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,413,8,14,1185820,1844026,41.727140864,-87.594905208,"(41.727140864, -87.594905208)"
JE342018,08/18/2021 02:30:00 AM,066XX S JUSTINE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,N,N,725,16,05,1167150,1860700,41.773315802,-87.66281984,"(41.773315802, -87.66281984)"
JE341597,08/18/2021 03:00:00 AM,057XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BARBERSHOP,N,N,2531,29,14,1138071,1910061,41.909342516,-87.768227765,"(41.909342516, -87.768227765)"
JE341124,08/18/2021 02:07:00 AM,009XX W ADDISON ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA TRAIN,N,N,1923,44,04B,1169188,1924102,41.947252263,-87.65350869,"(41.947252263, -87.65350869)"
JE341977,08/18/2021 07:30:00 PM,030XX W 60TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,824,16,14,1156937,1864690,41.78447735,-87.700150848,"(41.78447735, -87.700150848)"
JE235255,05/18/2021 10:00:00 PM,037XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,212,4,14,1180921,1880434,41.827161886,-87.611731628,"(41.827161886, -87.611731628)"
JE343356,08/18/2021 02:45:00 PM,0000X N MORGAN ST,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1224,25,06,1169774,1900394,41.882183441,-87.652046963,"(41.882183441, -87.652046963)"
JE341899,08/18/2021 06:45:00 PM,064XX S STEWART AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,722,20,04B,1174729,1862354,41.777689054,-87.634987853,"(41.777689054, -87.634987853)"
JE341779,08/18/2021 04:40:00 PM,096XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2223,21,08B,1172677,1840886,41.718823567,-87.643141787,"(41.718823567, -87.643141787)"
JE356985,08/31/2021 04:40:00 PM,034XX N SOUTHPORT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,1924,44,06,1166364,1922790,41.943713067,-87.663926574,"(41.943713067, -87.663926574)"
JE342090,08/18/2021 09:45:00 PM,044XX S INDIANA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,215,3,08A,1178340,1875706,41.814246965,-87.621344552,"(41.814246965, -87.621344552)"
JE346918,08/17/2021 09:00:00 AM,076XX S PHILLIPS AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,421,7,11,1193859,1854712,41.756271144,-87.565108328,"(41.756271144, -87.565108328)"
JE417534,10/21/2021 12:50:00 PM,014XX E 71ST PL,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,N,324,8,04A,1187117,1857876,41.765116,-87.589715742,"(41.765116, -87.589715742)"
JE342509,08/18/2021 03:30:00 PM,002XX N LAKE SHORE DR SB,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,114,42,08B,1180110,1901602,41.885266819,-87.61405645,"(41.885266819, -87.61405645)"
JE342035,08/18/2021 02:00:00 PM,001XX N KILPATRICK AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1113,28,05,1145035,1900261,41.882321465,-87.74289255,"(41.882321465, -87.74289255)"
JE317902,07/28/2021 10:16:00 PM,015XX W 46TH ST,0650,BURGLARY,HOME INVASION,APARTMENT,Y,Y,924,15,05,1166674,1874223,41.810434717,-87.6641789,"(41.810434717, -87.6641789)"
JE343062,08/18/2021 04:30:00 PM,012XX N KEDZIE AVE,0810,THEFT,OVER $500,SIDEWALK,N,N,1422,26,06,1154810,1907889,41.903063269,-87.706793901,"(41.903063269, -87.706793901)"
JE282418,06/28/2021 01:00:00 PM,004XX E RANDOLPH ST,0880,THEFT,PURSE-SNATCHING,CTA TRAIN,N,N,114,42,06,1179325,1901333,41.884546689,-87.616947314,"(41.884546689, -87.616947314)"
JE341280,08/18/2021 09:01:00 AM,040XX W LAKE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1114,28,04A,1149444,1901451,41.885502575,-87.726671626,"(41.885502575, -87.726671626)"
JE345850,08/18/2021 02:18:00 PM,105XX S SANGAMON ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2232,34,06,1171848,1835001,41.702692446,-87.6463501,"(41.702692446, -87.6463501)"
JE342021,08/18/2021 08:29:00 PM,065XX W MONTROSE AVE,1330,CRIMINAL TRESPASS,TO LAND,SCHOOL - PRIVATE GROUNDS,Y,N,1632,38,26,1131765,1928528,41.960129784,-87.790964464,"(41.960129784, -87.790964464)"
JE341235,08/18/2021 03:30:00 AM,008XX W ADAMS ST,0610,BURGLARY,FORCIBLE ENTRY,CLEANING STORE,N,N,1232,27,05,1170664,1899311,41.87919218,-87.648810624,"(41.87919218, -87.648810624)"
JE400192,10/06/2021 12:00:00 PM,083XX S PERRY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,622,21,14,1177058,1849791,41.743162531,-87.626828012,"(41.743162531, -87.626828012)"
JE341090,08/18/2021 12:24:00 AM,044XX W CONGRESS PKWY,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,N,1131,28,04A,1146876,1897322,41.874221548,-87.736207397,"(41.874221548, -87.736207397)"
JE343671,08/18/2021 08:30:00 PM,085XX W GREGORY ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1614,41,26,1118360,1935744,41.980153605,-87.840096081,"(41.980153605, -87.840096081)"
JE341228,08/18/2021 06:38:00 AM,058XX N CUMBERLAND AVE,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,CTA BUS STOP,Y,N,1614,41,18,1119306,1937378,41.984622486,-87.836582104,"(41.984622486, -87.836582104)"
JE342930,08/18/2021 10:15:00 PM,049XX W ARTHINGTON ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1533,29,06,1143756,1895516,41.869324647,-87.747707988,"(41.869324647, -87.747707988)"
JE347242,08/11/2021 01:00:00 PM,004XX N PULASKI RD,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,1122,37,03,1149656,1902311,41.887858393,-87.725870759,"(41.887858393, -87.725870759)"
JE343476,08/18/2021 04:22:00 PM,050XX W ADAMS ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,1533,28,08A,1142625,1898857,41.878513874,-87.751777135,"(41.878513874, -87.751777135)"
JE341079,08/18/2021 12:00:00 AM,132XX S FORRESTVILLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,N,Y,533,9,08B,1182324,1817514,41.654469907,-87.608528558,"(41.654469907, -87.608528558)"
JE462485,12/01/2021 01:32:00 PM,101XX S MICHIGAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,Y,N,511,9,15,1179051,1837954,41.710635178,-87.619885085,"(41.710635178, -87.619885085)"
JE356945,08/31/2021 05:30:00 PM,076XX S COLES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,421,7,14,1196440,1855006,41.757014267,-87.555639959,"(41.757014267, -87.555639959)"
JE282905,06/28/2021 03:00:00 AM,040XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1132,24,06,1149637,1896474,41.871841383,-87.7260922,"(41.871841383, -87.7260922)"
JE341154,08/18/2021 04:25:00 AM,071XX S JEFFERY BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,333,5,06,1190777,1858173,41.765843381,-87.576291395,"(41.765843381, -87.576291395)"
JE282586,06/28/2021 02:20:00 PM,013XX W 109TH PL,0560,ASSAULT,SIMPLE,STREET,N,N,2234,34,08A,1169370,1832152,41.694928219,-87.655506015,"(41.694928219, -87.655506015)"
JE282891,06/28/2021 05:30:00 PM,011XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1213,27,06,1168186,1907882,41.902765473,-87.657661545,"(41.902765473, -87.657661545)"
JE341904,08/18/2021 05:47:00 PM,048XX S WINCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,931,15,14,1164170,1872583,41.805987498,-87.673409488,"(41.805987498, -87.673409488)"
JE341098,08/18/2021 12:48:00 AM,055XX S SHORE DR,041A,BATTERY,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,235,5,04B,1189552,1868725,41.794828373,-87.580442725,"(41.794828373, -87.580442725)"
JE342996,08/18/2021 11:50:00 AM,001XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,123,25,06,1175197,1895030,41.867344428,-87.632294763,"(41.867344428, -87.632294763)"
JE357323,08/31/2021 11:27:00 PM,013XX S KILDARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1011,24,08B,1147934,1893350,41.86330164,-87.732424951,"(41.86330164, -87.732424951)"
JE341944,08/18/2021 04:27:00 PM,015XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1822,27,06,1171164,1910126,41.90885825,-87.646656908,"(41.90885825, -87.646656908)"
JE399937,10/06/2021 10:33:00 AM,044XX N KIMBALL AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1723,35,08B,1152919,1929365,41.962032815,-87.713169339,"(41.962032815, -87.713169339)"
JE343430,08/18/2021 08:30:00 PM,005XX N AVERS AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1122,37,08A,1150625,1903406,41.890844309,-87.722283613,"(41.890844309, -87.722283613)"
JE341227,08/18/2021 07:40:00 AM,102XX S TORRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,431,7,08B,1195490,1837648,41.709405946,-87.559693276,"(41.709405946, -87.559693276)"
JE342010,08/18/2021 08:50:00 PM,057XX S WOLCOTT AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,715,15,04B,1164668,1866596,41.789547933,-87.671752001,"(41.789547933, -87.671752001)"
JE341221,08/18/2021 07:40:00 AM,002XX W 47TH ST,0460,BATTERY,SIMPLE,CTA TRAIN,N,N,925,3,08B,1175476,1873816,41.809125265,-87.631906508,"(41.809125265, -87.631906508)"
JE341861,08/18/2021 05:44:00 PM,012XX W 78TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,612,17,04A,1169516,1853063,41.752307942,-87.654367613,"(41.752307942, -87.654367613)"
JE356927,08/31/2021 03:50:00 PM,014XX W WASHINGTON BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,N,N,1224,27,26,1166808,1900628,41.88288965,-87.662931353,"(41.88288965, -87.662931353)"
JE341730,08/18/2021 02:00:00 AM,026XX W FULLERTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1431,1,14,1158420,1915855,41.92484948,-87.693315273,"(41.92484948, -87.693315273)"
JE347577,07/23/2021 09:00:00 AM,008XX W GUNNISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2024,46,11,1169765,1932425,41.970078274,-87.651144257,"(41.970078274, -87.651144257)"
JE342125,08/18/2021 11:05:00 PM,059XX S CALUMET AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,232,20,08B,1179499,1865673,41.786689088,-87.617399787,"(41.786689088, -87.617399787)"
JE341805,08/18/2021 12:40:00 PM,089XX S DORCHESTER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,413,8,05,1187012,1846073,41.732729908,-87.590474094,"(41.732729908, -87.590474094)"
JE360269,08/24/2021 02:45:00 PM,034XX W FLOURNOY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,1133,24,11,1153512,1896818,41.872709251,-87.711856258,"(41.872709251, -87.711856258)"
JE400109,10/06/2021 09:00:00 AM,003XX S STATE ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,SIDEWALK,N,Y,113,4,04B,1176426,1898874,41.877864969,-87.627666954,"(41.877864969, -87.627666954)"
JE399725,10/06/2021 07:00:00 AM,052XX W MADISON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1522,28,06,1141512,1899523,41.880362084,-87.755847438,"(41.880362084, -87.755847438)"
JE329095,08/07/2021 06:30:00 AM,014XX E HYDE PARK BLVD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,234,4,04B,1186509,1871467,41.802425216,-87.59151444,"(41.802425216, -87.59151444)"
JE329321,08/07/2021 11:20:00 AM,077XX N PAULINA ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,2422,49,08B,1163657,1951122,42.021514626,-87.67307347,"(42.021514626, -87.67307347)"
JE329068,08/07/2021 05:27:00 AM,051XX W OHIO ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1532,37,15,1142064,1903521,41.891322875,-87.753721369,"(41.891322875, -87.753721369)"
JE330294,08/07/2021 04:30:00 PM,018XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,N,N,1221,27,06,1164020,1903119,41.889784463,-87.673098599,"(41.889784463, -87.673098599)"
JE329757,08/07/2021 06:25:00 PM,011XX N KOLMAR AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1111,37,15,1145807,1907394,41.90188061,-87.739876568,"(41.90188061, -87.739876568)"
JE328930,08/07/2021 12:20:00 AM,105XX S WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2211,19,07,1162259,1834578,41.701736201,-87.681474461,"(41.701736201, -87.681474461)"
JE329010,08/07/2021 02:30:00 AM,027XX N MARMORA AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,2514,30,08B,1136589,1917554,41.929930838,-87.773492369,"(41.929930838, -87.773492369)"
JE329618,08/07/2021 04:29:00 PM,081XX S YATES BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,414,7,15,1193599,1851537,41.747565055,-87.566164906,"(41.747565055, -87.566164906)"
JE329049,08/07/2021 04:35:00 AM,014XX W LUNT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2431,49,14,1165376,1946613,42.0091053,-87.66687675,"(42.0091053, -87.66687675)"
JE334098,08/07/2021 06:00:00 PM,043XX N ALBANY AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,1724,33,06,1154939,1928607,41.959912458,-87.705763019,"(41.959912458, -87.705763019)"
JE342462,08/18/2021 10:00:00 PM,047XX S TALMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,922,15,14,1159500,1873165,41.807681701,-87.69052144,"(41.807681701, -87.69052144)"
JE347747,06/01/2021 12:00:00 PM,116XX S AVENUE L,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,433,10,26,1201921,1828325,41.68366185,-87.536458581,"(41.68366185, -87.536458581)"
JE343000,08/18/2021 05:00:00 PM,055XX N MARMORA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1622,45,11,1135882,1936323,41.981447478,-87.775641606,"(41.981447478, -87.775641606)"
JE341190,08/18/2021 07:01:00 AM,077XX S STEWART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,623,17,08B,1174961,1853829,41.754290293,-87.634391298,"(41.754290293, -87.634391298)"
JE282658,06/28/2021 04:20:00 PM,068XX S DR MARTIN LUTHER KING JR DR,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),N,N,322,20,06,1180101,1859643,41.770128396,-87.615377145,"(41.770128396, -87.615377145)"
JE342124,08/18/2021 10:05:00 PM,046XX S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,DEPARTMENT STORE,N,N,821,14,14,1150471,1873589,41.80902576,-87.723626659,"(41.80902576, -87.723626659)"
JE341091,08/18/2021 12:41:00 AM,047XX S LAWNDALE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,821,14,04A,1152498,1872941,41.807207854,-87.716209005,"(41.807207854, -87.716209005)"
JE347264,06/10/2021 12:00:00 PM,022XX N ELSTON AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",VEHICLE NON-COMMERCIAL,N,N,1432,32,11,1163886,1914908,41.922137144,-87.673257556,"(41.922137144, -87.673257556)"
JE341116,08/18/2021 01:44:00 AM,010XX W 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,733,6,08B,1170688,1858405,41.766941614,-87.649917222,"(41.766941614, -87.649917222)"
JE283426,06/28/2021 10:00:00 AM,014XX W 47TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,933,20,07,1167286,1873575,41.808643434,-87.661952722,"(41.808643434, -87.661952722)"
